stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
7000001,,"Hobart Transit Centre, No.230 Liverpool St",, -42.884991, 147.323198,,,0,,2
7000002,,"Hobart Interchange, Elizabeth St, Stop D3",, -42.882868, 147.330441,,,0,place_inthob,2
7000003,,"Stop 2, Tasman Hwy  (Govt. House)",, -42.867599, 147.335538,,,0,,2
7000004,,"Stop 1, Macquarie St past Campbell St",, -42.880606, 147.332802,,,0,,2
7000005,,"Collins St City Terminus",, -42.882051, 147.329071,,,0,place_inthob,2
7000006,,"Stop 1, Liverpool St outside Menzies Centre",, -42.878953, 147.330060,,,0,,2
7000008,,"St Mary's College, Harrington St",, -42.881147, 147.319955,,,0,,2
7000009,,"Elizabeth College Warwick Street",, -42.878261, 147.318699,,,0,,2
7000010,,"Stop 5, No.207 Macquarie St",, -42.888287, 147.322950,,,0,,2
7000011,,"Stop 6, No.94 Davey Street (Anglesea Barracks)",, -42.888044, 147.325238,,,0,,2
7000012,,"Davey St at Salamanca Pl A",, -42.885112, 147.328958,,,0,,2
7000014,,"Stop 7, No.142-146 Davey St (St Anns)",, -42.890383, 147.322202,,,0,,2
7000015,,"Hobart Interchange, Macquarie St, Stop D1",, -42.883363, 147.329563,,,0,place_inthob,2
7000016,,"Macquarie St outside St Davids Cathedral",, -42.883630, 147.328936,,,0,place_inthob,2
7000017,,"Stop 4, No.181 Macquarie St",, -42.886629, 147.325051,,,0,,2
7000019,,"Stop 8, No.411 Elizabeth St",, -42.870700, 147.312496,,,0,,2
7000020,,"Stop 3, No.181 Elizabeth St",, -42.879253, 147.322698,,,0,,2
7000021,,"Stop 4, No.229 Elizabeth St",, -42.878196, 147.320441,,,0,,2
7000022,,"Stop 7, Elizabeth St / Strahan St",, -42.872425, 147.314767,,,0,,2
7000023,,"Stop 6, No.309 Elizabeth St",, -42.874339, 147.316832,,,0,,2
7000024,,"Stop 2, No.131 Elizabeth St",, -42.880283, 147.325078,,,0,,2
7000025,,"Stop 5, No.265 Elizabeth St",, -42.876268, 147.318430,,,0,,2
7000026,,"Stop 9, Elizabeth St past Wilson St",, -42.868625, 147.312028,,,0,,2
7000027,,"Stop 4, No.242 Elizabeth St",, -42.878139, 147.319997,,,0,,2
7000028,,"Stop 7, Elizabeth St / Pitt St",, -42.873337, 147.315463,,,0,,2
7000029,,"Stop 2, No.80 Elizabeth St",, -42.881094, 147.326464,,,0,,2
7000030,,"Hobart Interchange, Elizabeth St, Stop A1",, -42.882616, 147.330142,,,0,place_inthob,2
7000031,,"Stop 5, No.308 Elizabeth St",, -42.876064, 147.318144,,,0,,2
7000032,,"Stop 3, No.180 Elizabeth St",, -42.879120, 147.322162,,,0,,2
7000033,,"Stop 6, No.334 Elizabeth St",, -42.875103, 147.317390,,,0,,2
7000034,,"Stop 8, No.446 Elizabeth St",, -42.870497, 147.311888,,,0,,2
7000035,,"Stop 1, No.55 Campbell St",, -42.878669, 147.329487,,,0,,2
7000036,,"Hobart Interchange, Elizabeth St, Stop A2",, -42.882534, 147.329890,,,0,place_inthob,2
7000038,,"Stop 4, No.169 Campbell St",, -42.875623, 147.325145,,,0,,2
7000039,,"Forest Rd (Goulburn St Primary)",, -42.887817, 147.317809,,,0,,2
7000041,,"Hobart Interchange, Elizabeth St, Stop B1",, -42.882403, 147.329423,,,0,place_inthob,2
7000042,,"No.1 Mt Stuart Rd",, -42.872565, 147.310931,,,0,,2
7000043,,"Cnr Lansdowne Cr / Petty St",, -42.881347, 147.309785,,,0,,2
7000044,,"No.308 Liverpool St",, -42.886852, 147.321192,,,0,,2
7000045,,"No.32 Forest Rd",, -42.888461, 147.317211,,,0,,2
7000046,,"No.4 William St",, -42.887015, 147.312729,,,0,,2
7000047,,"No.43 Mt Stuart Rd In",, -42.873864, 147.306684,,,0,,2
7000048,,"No.47 Burnett St",, -42.873991, 147.318059,,,0,,2
7000049,,"No.11 Elphinstone Rd",, -42.872472, 147.311742,,,0,,2
7000050,,"No.119 Collins St",, -42.883630, 147.326853,,,0,,2
7000051,,"No.15 Salier Cr, Mt Stuart",, -42.870001, 147.298210,,,0,,2
7000052,,"No.159-161 Collins St",, -42.885079, 147.325046,,,0,,2
7000053,,"No.250 Liverpool St",, -42.885855, 147.322284,,,0,,2
7000054,,"No.5 Hurst Rd",, -42.872579, 147.302519,,,0,,2
7000055,,"No.51 Arthur St",, -42.875980, 147.312222,,,0,,2
7000056,,"No.56 Mt Stuart Rd",, -42.874155, 147.306346,,,0,,2
7000057,,"opp.No.65 Newdegate St",, -42.875346, 147.310366,,,0,,2
7000058,,"opp.No.74 Lochner St",, -42.875287, 147.310897,,,0,,2
7000060,,"Hobart Interchange, Liverpool St, Stop L1",, -42.881158, 147.327454,,,0,place_inthob,2
7000061,,"Stop 1, opp. No.55 Argyle St",, -42.879890, 147.327939,,,0,,2
7000062,,"No.68 Forest Rd",, -42.889157, 147.314423,,,0,,2
7000063,,"No.77 Federal St",, -42.871425, 147.315242,,,0,,2
7000064,,"No.84 Federal St",, -42.871767, 147.314863,,,0,,2
7000065,,"Stop 16, Lansdowne Cr (Primary School)",, -42.881499, 147.309614,,,0,,2
7000066,,"Stop 17, No.3 Lansdowne Cr",, -42.879764, 147.310859,,,0,,2
7000067,,"Stop 17, No.8 Lansdowne Cr",, -42.879945, 147.310782,,,0,,2
7000068,,"Stop 18, No.131 Hill St",, -42.878218, 147.310193,,,0,,2
7000069,,"Stop 18, No.7 Raymont Tce",, -42.872458, 147.304400,,,0,,2
7000070,,"Stop 18, Opp. No.7 Raymont Tce",, -42.872494, 147.304090,,,0,,2
7000071,,"Stop 19, No.8 Gordon Ave",, -42.870877, 147.304221,,,0,,2
7000072,,"Stop 19, opp.No.4 Gordon Ave",, -42.871399, 147.305313,,,0,,2
7000073,,"Stop 11, opp.No.45 Cavell St",, -42.886629, 147.313918,,,0,,2
7000074,,"Stop 12, No.3 Cavell St",, -42.885444, 147.316017,,,0,,2
7000075,,"Stop 12, No.70 Mt Stuart Rd",, -42.873760, 147.304082,,,0,,2
7000076,,"Stop 13, No.10 Hill Street",, -42.883997, 147.315067,,,0,,2
7000077,,"Stop 13, No.108 Lansdowne Cres",, -42.883807, 147.314513,,,0,,2
7000078,,"Stop 13, No.73A Mount Stuart Rd",, -42.873119, 147.301946,,,0,,2
7000079,,"Stop 13, No.82 Mt Stuart Rd",, -42.873347, 147.302802,,,0,,2
7000080,,"Stop 14, No.108 Mt Stuart Rd",, -42.873555, 147.300207,,,0,,2
7000081,,"Stop 14, No.68 Lansdowne Cr",, -42.883987, 147.312032,,,0,,2
7000082,,"Stop 14, No.87 Mt Stuart Rd",, -42.873358, 147.300437,,,0,,2
7000083,,"Stop 14, No.89 Lansdowne Cr",, -42.884061, 147.311790,,,0,,2
7000084,,"Stop 15, No.122 Mt Stuart Rd",, -42.873818, 147.298759,,,0,,2
7000085,,"Stop 15, opp.No.61 Lansdowne Cr",, -42.882866, 147.310135,,,0,,2
7000086,,"Stop 2, No.134 Liverpool St",, -42.882869, 147.325585,,,0,,2
7000087,,"Davey St at Salamanca Pl B",, -42.884831, 147.329308,,,0,,2
7000089,,"Stop 2, No.90 Elizabeth St",, -42.880970, 147.326199,,,0,,2
7000090,,"Stop 20, No.18 Mellifont St",, -42.877014, 147.307890,,,0,,2
7000091,,"Stop 20, No.24 Gordon Ave",, -42.870193, 147.301357,,,0,,2
7000092,,"Stop 20, opp.No.24 Gordon Ave",, -42.870101, 147.301466,,,0,,2
7000093,,"Stop 3, No.101 Campbell St",, -42.877292, 147.327509,,,0,,2
7000094,,"Stop 3, No.118 Argyle St",, -42.877704, 147.324900,,,0,,2
7000095,,"Stop 4 Out, St David's Park, Sandy Bay Rd",, -42.886731, 147.328283,,,0,,2
7000096,,"Stop 4, Conservatorium, Sandy Bay Rd",, -42.887001, 147.328442,,,0,,2
7000097,,"Stop 4, No.160 Argyle St",, -42.876615, 147.323350,,,0,,2
7000098,,"Stop 8, Argyle St (North Hobart Oval)",, -42.868677, 147.315173,,,0,,2
7000099,,"Stop 8, No.29 Frederick St",, -42.888834, 147.314982,,,0,,2
7000100,,"Stop 8, No.348 Argyle St",, -42.869549, 147.315536,,,0,,2
7000101,,"Stop 9, No.108 Goulburn St",, -42.886863, 147.319240,,,0,,2
7000102,,"Stop 9, No.388 Argyle St",, -42.867687, 147.314350,,,0,,2
7000103,,"Stop 9, No.99 Goulburn St",, -42.886718, 147.319195,,,0,,2
7000104,,"Hobart Interchange, Elizabeth St, Stop A3",, -42.882289, 147.329419,,,0,place_inthob,2
7000106,,"Hobart Interchange, Macquarie St, Stop D2",, -42.883025, 147.330099,,,0,place_inthob,2
7000107,,"Stop 5, No.222  Argyle St",, -42.874409, 147.320254,,,0,,2
7000108,,"Stop 5, No.225 Campbell Street",, -42.873876, 147.322706,,,0,,2
7000109,,"Stop 6, (Soundy Park) Argyle St",, -42.872914, 147.318786,,,0,,2
7000110,,"Stop 7, No.25 Barrack St",, -42.885813, 147.322888,,,0,,2
7000111,,"Stop 7, No.312 Argyle St",, -42.871135, 147.316791,,,0,,2
7000112,,"Stop 7, No.365 Argyle St",, -42.870561, 147.316465,,,0,,2
7000113,,"No.64 Burnett St",, -42.874395, 147.317793,,,0,,2
7000114,,"Stop 15, No.69 Lansdowne Cr",, -42.883216, 147.310300,,,0,,2
7000115,,"Stop 20, Friends Park Mellifont St",, -42.876924, 147.307981,,,0,,2
7000116,,"Stop 18, No.118A Hill St",, -42.878475, 147.310225,,,0,,2
7000117,,"Stop 3, No.174 Liverpool St",, -42.883853, 147.324457,,,0,,2
7000118,,"Hobart Interchange, Macquarie St, Stop C1",, -42.883032, 147.329723,,,0,place_inthob,2
7000119,,"Derwent Ferry, Brooke Street Pier",, -42.885026, 147.332870,,,0,,2
7000122,,"Stop Q, Murray St outside Treasury Building",, -42.884214, 147.329152,,,0,place_inthob,2
7000123,,"Hobart Interchange, Town Hall, Stop D4",, -42.883038, 147.331092,,,0,place_inthob,2
7004001,,"Stop 7, No.319 Macquarie St",, -42.891242, 147.319142,,,0,,2
7004002,,"No.410 Strickland Ave",, -42.909290, 147.267179,,,0,,2
7004003,,"Stop 17, No.35 Strickland Ave",, -42.897915, 147.289411,,,0,,2
7004004,,"Stop 17, No.42 Strickland Ave",, -42.898173, 147.288837,,,0,,2
7004005,,"Stop 18, No.403 Huon Rd",, -42.898263, 147.303827,,,0,,2
7004006,,"Stop 18, No.406 Huon Rd",, -42.898835, 147.305666,,,0,,2
7004007,,"Stop 18, No.61 Strickland Ave",, -42.898089, 147.286392,,,0,,2
7004008,,"Stop 18, No.74 Strickland Ave",, -42.898739, 147.284722,,,0,,2
7004009,,"Stop 19, No.113 Strickland Ave",, -42.900467, 147.281862,,,0,,2
7004010,,"Stop 19, No.116 Strickland Ave",, -42.900755, 147.281872,,,0,,2
7004011,,"Stop 10, No.354 Davey St",, -42.899365, 147.312512,,,0,,2
7004012,,"Stop 10, No.430 Macquarie St",, -42.893882, 147.311445,,,0,,2
7004013,,"Stop 10, No.451 Macquarie St",, -42.893690, 147.311277,,,0,,2
7004014,,"Stop 11, Huon Rd/Stoney Steps",, -42.899298, 147.309553,,,0,,2
7004015,,"Stop 11, Huon Rd/Stoney Steps",, -42.899520, 147.309424,,,0,,2
7004016,,"Stop 11, No.462 Macquarie St",, -42.894549, 147.309645,,,0,,2
7004017,,"Stop 11, No.477 Macquarie St",, -42.894424, 147.309356,,,0,,2
7004018,,"Stop 12, Cascade Rd opp. St Johns Hospital",, -42.894983, 147.306903,,,0,,2
7004019,,"Stop 13, No.57 Cascade Rd",, -42.895405, 147.303419,,,0,,2
7004020,,"Stop 13, No.58 Cascade Rd",, -42.895620, 147.303584,,,0,,2
7004021,,"Stop 14, No.110 Cascade Rd",, -42.895331, 147.299416,,,0,,2
7004022,,"Stop 14, opp.No.108 Cascade Rd",, -42.895117, 147.299541,,,0,,2
7004023,,"Stop 15, No.130 Cascade Rd",, -42.895939, 147.295998,,,0,,2
7004024,,"Stop 15, opp.No.130 Cascade Rd",, -42.895735, 147.295780,,,0,,2
7004025,,"Stop 16, Cascade Rd opp. Brewery",, -42.896717, 147.292348,,,0,,2
7004026,,"Stop 19, Opp.No.443 Huon Rd",, -42.898529, 147.300972,,,0,,2
7004027,,"Stop 19A, No.462 Huon Rd",, -42.900507, 147.297542,,,0,,2
7004028,,"Stop 20, Huon Rd near Hillborough Rd",, -42.900395, 147.296094,,,0,,2
7004029,,"Stop 20, No.136 Strickland Ave",, -42.901957, 147.279881,,,0,,2
7004030,,"Stop 20, No.486 Huon Rd",, -42.901353, 147.295165,,,0,,2
7004031,,"Stop 27, No.74 Marlyn Rd",, -42.896835, 147.281578,,,0,,2
7004032,,"Stop 27, No.81A Marlyn Rd",, -42.896668, 147.281130,,,0,,2
7004033,,"Stop 28, Marlyn Rd Terminus",, -42.896293, 147.282637,,,0,,2
7004034,,"Stop 29, opp.No.1 Saunders Cres",, -42.898675, 147.279360,,,0,,2
7004035,,"Stop 21, No.156 Strickland Ave",, -42.903112, 147.277193,,,0,,2
7004036,,"Stop 21, No.511 Huon Rd",, -42.904015, 147.287363,,,0,,2
7004037,,"Stop 21, opp.No.156 Strickland Ave",, -42.902820, 147.277156,,,0,,2
7004038,,"Stop 22, Huon Rd near Turnip Fields Rd",, -42.905081, 147.280514,,,0,,2
7004039,,"Stop 22, No.542 Huon Rd",, -42.905409, 147.280149,,,0,,2
7004040,,"Stop 23, No.598 Huon Rd",, -42.912864, 147.269163,,,0,,2
7004041,,"Stop 23, opp.No.600 Huon Rd",, -42.913074, 147.268670,,,0,,2
7004042,,"Stop 24, No.182 Strickland Ave",, -42.901001, 147.274546,,,0,,2
7004043,,"Stop 24, opp.No.182 Strickland Ave",, -42.901080, 147.275373,,,0,,2
7004044,,"Stop 25, No.115A Marlyn Rd",, -42.899340, 147.276539,,,0,,2
7004045,,"Stop 35, No.338 Strickland Ave",, -42.905672, 147.268085,,,0,,2
7004046,,"Stop 36, No.398 Strickland Ave",, -42.908187, 147.266245,,,0,,2
7004047,,"Stop 37, No.420 Strickland Ave",, -42.910565, 147.267826,,,0,,2
7004048,,"Stop 37, opp.No.418 Strickland Ave",, -42.910390, 147.267564,,,0,,2
7004049,,"Stop 38, Strickland Ave / Huon Rd",, -42.912820, 147.268675,,,0,,2
7004050,,"Stop 38, Strickland Ave cnr Huon Rd",, -42.912593, 147.268670,,,0,,2
7004051,,"Stop 30, No.12 Saunders Cr",, -42.900013, 147.279039,,,0,,2
7004052,,"Stop 31, No.34 Saunders Cres",, -42.900063, 147.276132,,,0,,2
7004053,,"Stop 32, No.207 Strickland Ave",, -42.899380, 147.274959,,,0,,2
7004054,,"Stop 33, No.308 Strickland Ave",, -42.901915, 147.270563,,,0,,2
7004055,,"Stop 33, No.311 Strickland Ave",, -42.902002, 147.270424,,,0,,2
7004056,,"Stop 34, No.335 Strickland Ave",, -42.904081, 147.269319,,,0,,2
7004057,,"Stop 34, opp.No.337 Strickland Ave",, -42.904327, 147.269051,,,0,,2
7004058,,"Stop 8, No.272 Davey St",, -42.893404, 147.317164,,,0,,2
7004059,,"Stop 8, No.344 Macquarie St",, -42.892664, 147.316487,,,0,,2
7004060,,"Stop 8, No.377 Macquarie St",, -42.892710, 147.315387,,,0,,2
7004061,,"Stop 8, No.5 Antill St",, -42.891717, 147.321194,,,0,,2
7004062,,"Stop 9, No.313 Davey St",, -42.895936, 147.314215,,,0,,2
7004063,,"Stop 9, No.320 Davey St",, -42.895928, 147.314599,,,0,,2
7004064,,"Stop 9, No.394 Macquarie St",, -42.893298, 147.313738,,,0,,2
7004065,,"Stop 9, No.411 Macquarie St",, -42.893152, 147.313455,,,0,,2
7004066,,"Stop 5, No.48 Sandy Bay Rd",, -42.888674, 147.330277,,,0,,2
7004067,,"Stop 7, No.10 Antill St",, -42.891903, 147.321244,,,0,,2
7004068,,"Sandy Bay Rd cnr Albuera St",, -42.891083, 147.328144,,,0,,2
7004069,,"Stop 10, No.345 Davey St",, -42.898616, 147.312550,,,0,,2
7004070,,"Stop 16, Cascade Rd outside Brewery",, -42.896531, 147.292260,,,0,,2
7004071,,"Stop 19, No.445 Huon Rd",, -42.898510, 147.300748,,,0,,2
7004072,,"Stop 21, opp.No.511 Huon Rd",, -42.904229, 147.287396,,,0,,2
7004073,,"Stop 26, No.99 Marlyn Rd",, -42.898181, 147.278861,,,0,,2
7004074,,"Stop 8, opp.No.284 Davey St",, -42.893816, 147.315868,,,0,,2
7004075,,"opp.No.408 Strickland Ave",, -42.909099, 147.266896,,,0,,2
7004076,,"Stop 12, Cascade Rd (St Johns Hospital)",, -42.895198, 147.306877,,,0,,2
7004077,,"Stop 20, No.139 Strickland Ave",, -42.901632, 147.279855,,,0,,2
7004078,,"Stop 32, No.202 Strickland Ave",, -42.900168, 147.274765,,,0,,2
7004079,,"Stop 5, No.39 Sandy Bay Rd",, -42.889508, 147.330175,,,0,,2
7005001,,"Nelson Rd near Hutchins Junior School",, -42.905037, 147.329960,,,0,,2
7005002,,"Stop 11, Outside Mt Carmel College, Sandy Bay Rd",, -42.901494, 147.333022,,,0,,2
7005003,,"French St behind TUU building",, -42.903319, 147.323477,,,0,,2
7005004,,"Nelson Rd near Hutchins School",, -42.905320, 147.329940,,,0,,2
7005005,,"No.32 York St",, -42.899778, 147.326777,,,0,,2
7005006,,"No.33 York St",, -42.899800, 147.325862,,,0,,2
7005007,,"No.4 York St",, -42.899142, 147.329435,,,0,,2
7005008,,"No.1A York St",, -42.898989, 147.329549,,,0,,2
7005009,,"No.52 Alexander St",, -42.902417, 147.322985,,,0,,2
7005010,,"No.6 Nelson Rd",, -42.902552, 147.332810,,,0,,2
7005011,,"No.72 View St",, -42.902073, 147.319668,,,0,,2
7005012,,"Opp. No.11 French St",, -42.903105, 147.320574,,,0,,2
7005013,,"Opp.No.4 Nelson Rd",, -42.902528, 147.333110,,,0,,2
7005014,,"Stop 16, Churchill Ave before McAulay Rd",, -42.912227, 147.336212,,,0,,2
7005015,,"Stop 16, No.256 Churchill Ave",, -42.912582, 147.336774,,,0,,2
7005016,,"Stop 16, No.551 Sandy Bay Rd",, -42.910317, 147.349908,,,0,,2
7005017,,"Stop 16, No.646 Sandy Bay Rd",, -42.913627, 147.356408,,,0,,2
7005018,,"Stop 17, No.288 Churchill Ave",, -42.914493, 147.342164,,,0,,2
7005019,,"Stop 17, No.593 Sandy Bay Rd",, -42.912156, 147.353196,,,0,,2
7005020,,"Stop 17, No.674 Sandy Bay Rd",, -42.916027, 147.358859,,,0,,2
7005021,,"Stop 18, No.305 Churchill Ave",, -42.914958, 147.343065,,,0,,2
7005022,,"Stop 18, No.316 Churchill Ave",, -42.916718, 147.345160,,,0,,2
7005023,,"Stop 18, No.625 Sandy Bay Rd (cnr Wayne Ave)",, -42.913645, 147.356104,,,0,,2
7005024,,"Stop 18, No.744 Sandy Bay Rd",, -42.921216, 147.360084,,,0,,2
7005025,,"Stop 19, No.430 Churchill Ave",, -42.917520, 147.347675,,,0,,2
7005026,,"Stop 19, No.697 Sandy Bay Rd",, -42.917986, 147.359125,,,0,,2
7005027,,"Stop 19, No.782 Sandy Bay Rd",, -42.923822, 147.360528,,,0,,2
7005028,,"Stop 19, opp No.318 Churchill Ave",, -42.916648, 147.345276,,,0,,2
7005029,,"Stop 10, No.107 King St",, -42.895624, 147.322286,,,0,,2
7005030,,"Stop 10, No.301 Sandy Bay Rd",, -42.899522, 147.330309,,,0,,2
7005031,,"Stop 10, No.362 Sandy Bay Rd",, -42.901373, 147.333173,,,0,,2
7005032,,"Stop 10, No.84 Regent St",, -42.898815, 147.324152,,,0,,2
7005033,,"Stop 10, No.86 King St",, -42.895452, 147.322476,,,0,,2
7005034,,"Stop 10, opp.No.78 Regent St",, -42.898068, 147.324063,,,0,,2
7005035,,"Stop 11, No.119 King St",, -42.896462, 147.320073,,,0,,2
7005036,,"Stop 11, No.410 Sandy Bay Rd (Wrest Point)",, -42.903017, 147.336069,,,0,,2
7005037,,"Stop 11, No.98 King St",, -42.896063, 147.320347,,,0,,2
7005038,,"Stop 11, outside TUU Building, Churchill Ave",, -42.902384, 147.325268,,,0,,2
7005039,,"Stop 11, UTAS Churchill Ave opp. TUU building",, -42.902654, 147.325299,,,0,,2
7005040,,"Stop 12, No.112 King St",, -42.897124, 147.318827,,,0,,2
7005041,,"Stop 12, No.143 King St",, -42.897706, 147.318346,,,0,,2
7005042,,"Stop 12, No.403 Sandy Bay Rd (Wrest Point)",, -42.903308, 147.336220,,,0,,2
7005043,,"Stop 12, Sandy Bay Rd opp. Waimea Ave",, -42.905295, 147.339327,,,0,,2
7005044,,"Stop 12, University Terminus",, -42.904836, 147.325766,,,0,,2
7005045,,"Stop 12, UTAS Churchill Ave outside Admin",, -42.904947, 147.326152,,,0,,2
7005046,,"Stop 13, No.4 Proctors Rd",, -42.898992, 147.317106,,,0,,2
7005047,,"Stop 13, No.443 Sandy Bay Rd",, -42.905180, 147.338829,,,0,,2
7005048,,"Stop 13, No.488 Sandy Bay Rd",, -42.907450, 147.343410,,,0,,2
7005049,,"Stop 14, No.19 Proctors Rd",, -42.901021, 147.317082,,,0,,2
7005050,,"Stop 14, No.198 Churchill Ave",, -42.908441, 147.331352,,,0,,2
7005051,,"Stop 14, No.20 Proctors Rd",, -42.900945, 147.317224,,,0,,2
7005052,,"Stop 14, No.205 Churchill Ave",, -42.908760, 147.332580,,,0,,2
7005053,,"Stop 14, No.487 Sandy Bay Rd",, -42.907649, 147.343387,,,0,,2
7005054,,"Stop 14, No.556 Sandy Bay Rd",, -42.909515, 147.348445,,,0,,2
7005055,,"Stop 15, No.228 Churchill Ave",, -42.910675, 147.334314,,,0,,2
7005056,,"Stop 15, No.34 Proctors Rd",, -42.902035, 147.318511,,,0,,2
7005057,,"Stop 15, No.37 Proctors Rd",, -42.902155, 147.318432,,,0,,2
7005058,,"Stop 15, No.521 Sandy Bay Rd",, -42.908907, 147.346491,,,0,,2
7005059,,"Stop 15, No.620 Sandy Bay Rd",, -42.911978, 147.353234,,,0,,2
7005060,,"Stop 15, opp No.228 Churchill Ave",, -42.910591, 147.334400,,,0,,2
7005061,,"Stop 20, No.452 Churchill Ave",, -42.918715, 147.350128,,,0,,2
7005062,,"Stop 20, No.743 Sandy Bay Rd",, -42.921234, 147.359904,,,0,,2
7005063,,"Stop 20, opp.No.432 Churchill Ave",, -42.917457, 147.347931,,,0,,2
7005064,,"Stop 20, Sandy Bay Rd outside Pearces Park",, -42.927013, 147.360769,,,0,,2
7005065,,"Stop 21, No.457 Churchill Ave",, -42.918137, 147.349356,,,0,,2
7005066,,"Stop 21, No.488 Churchill Ave",, -42.919641, 147.353492,,,0,,2
7005067,,"Stop 21, Sandy Bay Rd / Pauldon Dr",, -42.924736, 147.360086,,,0,,2
7005068,,"Stop 22, No.495 Churchill Ave",, -42.919509, 147.353449,,,0,,2
7005069,,"Stop 22, No.849 Sandy Bay Rd",, -42.927950, 147.359802,,,0,,2
7005070,,"Stop 23, No.556 Churchill Ave",, -42.916763, 147.357646,,,0,,2
7005071,,"Stop 23, opp No.530 Churchill Ave",, -42.917505, 147.355451,,,0,,2
7005072,,"Stop 24, opp.No.566 Churchill Ave",, -42.917135, 147.358346,,,0,,2
7005073,,"Stop 8, No.217 Sandy Bay Rd",, -42.895351, 147.327507,,,0,,2
7005074,,"Stop 8, No.282 Sandy Bay Rd",, -42.897472, 147.329029,,,0,,2
7005075,,"Stop 8, No.6-8 Regent St",, -42.893682, 147.322579,,,0,,2
7005076,,"Stop 9, No.13-15 Regent St",, -42.894090, 147.322868,,,0,,2
7005077,,"Stop 9, No.271 Sandy Bay Rd",, -42.897104, 147.328661,,,0,,2
7005078,,"Stop 9, No.320 Sandy Bay Rd",, -42.899640, 147.330708,,,0,,2
7005079,,"Stop 9, No.60 Regent St",, -42.896577, 147.323436,,,0,,2
7005080,,"Stop 6, 120 Sandy Bay Rd",, -42.892335, 147.326297,,,0,,2
7005081,,"Stop 7, No.143 Sandy Bay Rd",, -42.893714, 147.325727,,,0,,2
7005082,,"Stop 7, No.230 Sandy Bay Rd",, -42.895316, 147.327842,,,0,,2
7005083,,"Stop 13, No.1A Proctors Rd",, -42.899142, 147.316845,,,0,,2
7005084,,"Stop 17, No.277 Churchill Ave",, -42.913606, 147.340868,,,0,,2
7005085,,"Stop 21, No.898 Sandy Bay Rd",, -42.929821, 147.359609,,,0,,2
7005086,,"Stop 22, No.530 Churchill Ave",, -42.917579, 147.355605,,,0,,2
7007001,,"Hobart College (services to City)",, -42.918109, 147.317640,,,0,,2
7007002,,"Hobart College - Kingston services",, -42.918021, 147.317877,,,0,,2
7007003,,"Hobart College (Channel services)",, -42.917872, 147.318520,,,0,,2
7007004,,"Mt Nelson Signal Station",, -42.924627, 147.342643,,,0,,2
7007005,,"No.46 Woodcutters Rd",, -42.909440, 147.305412,,,0,,2
7007006,,"Opp.No.568 Nelson Rd",, -42.925537, 147.331800,,,0,,2
7007007,,"Opp.No.591 Nelson Rd",, -42.926193, 147.333813,,,0,,2
7007008,,"Opposite 96 Nelson Rd",, -42.907978, 147.328133,,,0,,2
7007009,,"No.69 Woodcutters Rd",, -42.907404, 147.306354,,,0,,2
7007010,,"Olinda Gr cnr Onslow Pl",, -42.917832, 147.319218,,,0,,2
7007011,,"Opp.No.104 Woodcutters Rd",, -42.906443, 147.309560,,,0,,2
7007012,,"Opp.No.35 Olinda Gr",, -42.918474, 147.319964,,,0,,2
7007013,,"Stop 16, No.118 Nelson Rd",, -42.909134, 147.327569,,,0,,2
7007014,,"Stop 16, No.143 Nelson Rd",, -42.909119, 147.327248,,,0,,2
7007015,,"Stop 17, No.152 Nelson Rd",, -42.909146, 147.326172,,,0,,2
7007016,,"Stop 17, No.165 Nelson Rd",, -42.909294, 147.326474,,,0,,2
7007017,,"Stop 18, No.178 Nelson Rd",, -42.909910, 147.325978,,,0,,2
7007018,,"Stop 18, opp.No.178 Nelson Rd",, -42.910032, 147.326049,,,0,,2
7007019,,"Stop 19, No.220 Nelson Rd",, -42.910888, 147.326023,,,0,,2
7007020,,"Stop 19, No.235 Nelson Rd",, -42.910801, 147.326113,,,0,,2
7007021,,"Stop 13, Hutchins School, Churchill Ave",, -42.906885, 147.329304,,,0,,2
7007022,,"Stop 13, Opposite Hutchins School, Churchill Ave",, -42.906234, 147.328419,,,0,,2
7007023,,"Stop 20, No.297 Nelson Rd",, -42.912384, 147.325599,,,0,,2
7007024,,"Stop 20, No.298 Nelson Rd",, -42.912221, 147.325625,,,0,,2
7007025,,"Stop 26, No.520 Nelson Rd",, -42.924327, 147.327132,,,0,,2
7007026,,"Stop 26, No.523 Nelson Rd",, -42.924148, 147.327162,,,0,,2
7007027,,"Stop 27, No.589A Nelson Rd",, -42.926066, 147.333875,,,0,,2
7007028,,"Stop 28, No.631 Nelson Rd",, -42.926672, 147.337196,,,0,,2
7007029,,"Stop 29, No.653 Nelson Rd",, -42.925764, 147.339400,,,0,,2
7007030,,"Stop 21, No.325 Nelson Rd",, -42.911885, 147.322761,,,0,,2
7007031,,"Stop 21, opp.No.325 Nelson Rd",, -42.911798, 147.322489,,,0,,2
7007032,,"Stop 22, Nelson Rd outside Primary School",, -42.913851, 147.323608,,,0,,2
7007033,,"Stop 22, No.353 Nelson Rd",, -42.914094, 147.323690,,,0,,2
7007034,,"Stop 23, No.405 Nelson Rd",, -42.915931, 147.324183,,,0,,2
7007035,,"Stop 23, No.408 Nelson Rd",, -42.916048, 147.324028,,,0,,2
7007036,,"Stop 24, No.449 Nelson Rd",, -42.919344, 147.323837,,,0,,2
